DATAFLOW,LAST UPDATE,freq,unit,quant_inc,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,CZ,2014,3.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,DE,2014,5.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,DK,2014,7.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,EE,2014,0.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,EL,2014,2.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,ES,2014,3.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,EU27_2020,2014,3.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,EU28,2014,4.3,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,FI,2014,4.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,HR,2014,3.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,HU,2014,7.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,IE,2014,5.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,IS,2014,1.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,IT,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,LT,2014,12.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,LU,2014,8.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,LV,2014,5.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,MT,2014,6.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,NO,2014,1.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,PL,2014,3.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,PT,2014,9.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,RO,2014,8.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,SE,2014,2.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,SI,2014,2.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,SK,2014,2.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,TR,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,TOTAL,UK,2014,9.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,AT,2014,0.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,BE,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,BG,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,CY,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,CZ,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,DE,2014,5.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,DK,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,EE,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,EL,2014,1.7,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,ES,2014,0.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,EU27_2020,2014,1.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,EU28,2014,1.9,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,FI,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,HR,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,HU,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,IE,2014,6.5,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,IS,2014,2.1,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,IT,2014,0.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,LT,2014,1.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,LU,2014,,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,LV,2014,2.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,MT,2014,3.6,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,NO,2014,0.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,PL,2014,1.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,PT,2014,2.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,RO,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,SE,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,SI,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,SK,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,TR,2014,0.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-24,UK,2014,2.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,AT,2014,1.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,BE,2014,1.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,BG,2014,1.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,CY,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,CZ,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,DE,2014,4.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,DK,2014,6.2,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,EE,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,EL,2014,3.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,ES,2014,0.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,EU27_2020,2014,2.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,EU28,2014,2.2,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,FI,2014,5.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,HR,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,HU,2014,3.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,IE,2014,4.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,IS,2014,3.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,IT,2014,1.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,LT,2014,4.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,LU,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,LV,2014,3.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,MT,2014,5.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,NO,2014,0.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,PL,2014,1.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,PT,2014,2.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,RO,2014,0.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,SE,2014,4.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,SI,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,SK,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,TR,2014,0.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-29,UK,2014,4.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,AT,2014,1.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,BE,2014,4.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,BG,2014,3.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,CY,2014,0.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,CZ,2014,2.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,DE,2014,5.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,DK,2014,6.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,EE,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,EL,2014,2.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,ES,2014,3.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,EU27_2020,2014,3.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,EU28,2014,4.5,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,FI,2014,5.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,HR,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,HU,2014,7.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,IE,2014,6.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,IS,2014,1.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,IT,2014,3.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,LT,2014,14.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,LU,2014,8.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,LV,2014,5.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,MT,2014,6.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,NO,2014,0.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,PL,2014,3.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,PT,2014,9.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,RO,2014,8.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,SE,2014,3.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,SI,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,SK,2014,2.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,TR,2014,1.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y15-64,UK,2014,10.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,AT,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,BE,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,BG,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,CY,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,CZ,2014,,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,DE,2014,7.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,DK,2014,,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,EE,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,EL,2014,2.5,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,ES,2014,0.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,EU27_2020,2014,2.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,EU28,2014,2.6,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,FI,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,HR,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,HU,2014,2.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,IE,2014,,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,IS,2014,4.0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,IT,2014,1.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,LT,2014,3.1,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,LU,2014,,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,LV,2014,4.2,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,MT,2014,5.5,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,NO,2014,1.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,PL,2014,1.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,PT,2014,2.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,RO,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,SE,2014,3.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,SI,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,SK,2014,0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,TR,2014,0.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-24,UK,2014,3.0,u
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,AT,2014,1.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,BE,2014,2.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,BG,2014,2.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,CY,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,CZ,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,DE,2014,4.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,DK,2014,4.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,EE,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,EL,2014,2.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,ES,2014,0.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,EU27_2020,2014,2.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,EU28,2014,3.4,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,FI,2014,3.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,HR,2014,2.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,HU,2014,5.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,IE,2014,6.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,IS,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,IT,2014,2.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,LT,2014,13.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,LU,2014,8.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,LV,2014,3.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,MT,2014,6.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,NO,2014,0.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,PL,2014,3.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,PT,2014,7.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,RO,2014,5.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,SE,2014,3.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,SI,2014,1.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,SK,2014,2.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,TR,2014,1.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-44,UK,2014,8.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,AT,2014,1.2,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,BE,2014,4.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,BG,2014,4.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,CY,2014,0.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,CZ,2014,2.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,DE,2014,5.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,DK,2014,6.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,EE,2014,0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,EL,2014,2.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,ES,2014,3.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,EU27_2020,2014,4.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,EU28,2014,4.7,e
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,FI,2014,5.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,HR,2014,3.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,HU,2014,7.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,IE,2014,6.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,IS,2014,1.7,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,IT,2014,3.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,LT,2014,15.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,LU,2014,8.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,LV,2014,5.6,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,MT,2014,6.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,NO,2014,0.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,PL,2014,3.5,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,PT,2014,10.4,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,RO,2014,9.1,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,SE,2014,3.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,SI,2014,3.0,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,SK,2014,2.3,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,TR,2014,1.8,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y18-64,UK,2014,10.9,
ESTAT:HLTH_EHIS_AL2I(1.0),21/03/19 23:00:00,A,PC,QU2,M,Y25-34,AT,2014,1.5,
