DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2010,1461000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2011,1458000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2012,1511000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2013,1567008,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2014,1631890,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2015,1635039,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2016,1674906,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2017,1691366,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2018,1635876,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2019,1588637,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,BE,2020,1580969,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2000,1154000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2001,1141000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2002,1131000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2003,11560000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2004,1218000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2005,1261000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2006,1261000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2007,1351000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2008,1337000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2009,1302000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2010,1262000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2011,1228000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2012,1222000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2013,1212800,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2014,1277000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2015,1301000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2016,1361000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2017,1415800,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2018,1420100,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2019,1443600,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,CH,2020,1420300,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2000,15219000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2001,14694000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2002,14431000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2003,14885626,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2004,15302000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2005,15214000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2006,14821000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2007,,c
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2008,12843000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2009,12491000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2010,12593000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2011,12843000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2012,12874000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2013,12925000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2014,13681000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2015,13470000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2016,13297659,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2017,13275782,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2018,13122304,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2019,12303603,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DE,2020,12510485,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2000,445000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2001,496000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2002,546000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2006,778000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2007,726000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2008,677000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2013,625025,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2014,666021,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2015,640158,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2016,635306,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2017,642140,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2018,656199,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2019,691017,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,DK,2020,765343,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2000,4379000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2001,4355000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2002,4418000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2003,4469000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2004,5014000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2006,5521000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2007,6001000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2008,6268000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2009,6410000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2010,6558000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2011,6787000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2012,6959000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2013,7164000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2014,6119620,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2015,5569615,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2016,4841799,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2017,4079268,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2018,3747233,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2019,3653793,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,ES,2020,3740582,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2000,368000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2001,372000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2002,409000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2003,494000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2004,571000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2005,638000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2006,660000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2007,675000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2008,680000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2009,701000,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2010,721000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2011,762000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2012,776000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2013,772000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2014,718223,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2015,680196,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2016,660655,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2017,642059,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2018,606806,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2019,628937,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FI,2020,635012,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2000,8933000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2001,9173000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2002,8915000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2003,9171000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2004,9352000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2005,9561000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2006,9744000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2007,10158000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2010,11031000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2011,10873000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2012,10924000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2013,9826227,b
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2014,10025108,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2015,10298738,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2016,10454803,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2017,10547426,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2018,10243205,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2019,9986213,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,FR,2020,9568633,p
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2000,394000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2001,404000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2002,463000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2003,567000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2004,589000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2006,749000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2007,773000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2008,694120,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2009,689950,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2010,674510,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2011,670750,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2012,721330,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2013,795890,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2014,835440,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2015,766670,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2016,701000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2017,631530,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2018,545390,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2019,492350,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IE,2020,546400,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IS,2000,35000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IS,2001,36000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IS,2002,32000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IS,2003,35000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IS,2004,34000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IS,2005,67000,e
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2000,9278000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2001,8782000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2002,8176000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2003,7727000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2004,7419000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2005,7599000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2006,8171000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2007,13286000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2008,13749000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2009,14058000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2010,14051000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2011,8601000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2012,8651000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2013,8868000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2014,8734924,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2015,8664689,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2016,8301230,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2017,7566103,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2018,6838538,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2019,6017841,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,IT,2020,5492423,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2000,77060,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2001,74000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2002,73000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2003,76000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2004,79000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2005,81000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2006,81000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2007,82000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2008,82000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2009,100200,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2010,86500,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2011,91000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2012,96200,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2013,102072,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2014,105137,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2015,109758,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2016,111807,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2017,112443,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2018,110429,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2019,110715,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,LU,2020,110642.998,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2000,2018000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2001,2038000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2002,2045000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2003,2171000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2004,2329000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2005,2471000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2006,2531000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2007,2561000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2008,2516000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,Y5-10,NL,2009,2447000,
