DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2012,4259000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2013,4327478,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2014,4699645,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2015,4722963,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2016,4850229,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2017,5059472,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2018,5282970,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2019,5452119,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,PT,2020,5565963,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2000,3128782,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2001,3225500,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2002,2971000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2004,3225300,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2005,3364000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2006,3221000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2007,3541000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2008,4027000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2009,4245000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2010,4320000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2011,4335000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2012,4487000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2013,4695660,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2014,4907564,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2015,5155059,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2016,5472423,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2017,5998194,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2018,6452536,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2019,6902984,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,RO,2020,7274728,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2000,3999000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2001,4019000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2002,4043000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2003,4075000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2004,4113000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2005,4154000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2006,4202000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2007,4258000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2008,4279000,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2009,4299950,d
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2010,4334390,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2011,4400550,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2012,4446349,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2013,4494661,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2014,4584711,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2015,4668262,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2016,4767262,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2017,4844823,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2018,4869979,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2019,4887116,
ESTAT:ROAD_EQS_CARAGE(1.0),01/07/22 23:00:00,A,NR,TOTAL,SE,2020,4943293,
